,交易市场,股票名称,股票代码,当前价,涨跌额,涨跌幅%,年初至今,成交量,成交额(元),换手率,市盈率,股息率%,市值(元)
4209,US,Locafy,LCFY,3.86,0.0,0.0,-57.47,29.0,110.0,0.0,,,4926317.0
4210,US,路特斯,LCAA,13.51,,,,,,,486.533,,391065053.0
4211,US,Lendingclub,LC,8.09,-0.18,-2.1765,-7.44,718678.0,5839021.0,0.65,22.939,,893221770.0
4212,US,Liberty Global plc Class C Ordinary Shares When Distributed,LBYKV,0.0001,,,,,,,,,13830751800.0
4213,US,自由全球C,LBTYK,17.31,-0.5,-2.8074,-7.14,1334194.0,23263686.0,0.35,,,6512862660.0
4214,US,自由全球B,LBTYB,17.13,0.0,0.0,-3.82,57.0,993.0,0.0,,,6445137918.0
4215,US,自由全球,LBTYA,16.66,-0.56,-3.252,-6.25,1269435.0,21304678.0,0.34,,,6268301093.0
4216,US,Liberty Energy,LBRT,22.46,-0.1,-0.4433,24.22,2173550.0,49082906.0,1.31,6.705,1.086,3730314357.0
4217,US,Liberty Broadband C,LBRDK,48.58,-1.4,-2.8011,-39.72,862487.0,42261036.0,0.6,10.092,,6943368593.0
4218,US,Liberty Broadband A,LBRDA,48.61,-1.44,-2.8771,-39.72,167970.0,8234509.0,0.12,10.098,,6947656387.0
4219,US,Longboard,LBPH,19.2,-1.25,-6.1125,218.41,547013.0,10566566.0,1.52,,,691531181.0
4220,US,Leading Brands Inc  ,LBIX,1.15,,,,,,,,,3222774.0
4221,US,Lakeshore,LBBB,3.0,,,-72.73,,,,11.469,,17188266.0
4222,US,拉扎德银行,LBAI,11.64,0.47,4.2077,-20.41,666651.0,7755498.0,1.02,8.95,5.184,758388614.0
4223,US,维多利亚的秘密,LB,79.92,,,,,,,14.922,0.19624636665057277,21158708112.0
4224,US,Lazydays Holdings,LAZY,5.34,,,,,,,,,74909718.0
4225,US,LMNR TCHNLGS WNT,LAZRW,11.04,,,,,,,,,
4226,US,Luminar Technologies,LAZR,1.3,-0.14,-9.72,-61.42,15288281.0,20415612.0,3.62,,,548453655.0
4227,US,拉扎德投行,LAZ,38.37,-1.27,-3.2038,11.69,663441.0,25551260.0,0.76,,5.025,3354528099.0
4228,US,莱尼-克里斯滕森工程,LAYN,15.41,,,,,,,,,314265444.0
4229,US,8i Acquisition 2,LAX,5.21,,,,,,,,,57692935.0
4230,US,劳森产品,LAWS,40.42,,,,,,,53.052,,784963150.0
4231,US,CS Disco,LAW,7.91,-0.1,-1.2484,4.22,139061.0,1107386.0,0.23,,,482995421.0
4232,US,Laureate Education,LAUR,14.35,-0.32,-2.1813,4.67,470338.0,6787939.0,0.3,21.019,4.765,2261412281.0
4233,US,Union Acquisition,LATN,9.86,,,,,,,,,182934197.0
4234,US,Chenghe I,LATG,11.2999,0.0299,0.2653,2.45,100.0,1130.0,0.0,13.932,,81267446.0
4235,US,nLIGHT,LASR,11.67,-0.23,-1.9328,-13.56,122297.0,1423284.0,0.26,,,551867520.0
4236,US,Laser Photonics,LASE,2.07,-0.23,-10.0,75.42,413371.0,868062.0,4.47,,,19154577.0
4237,US,兰德马克银行,LARK,19.32,0.04,0.2075,-1.38,804.0,15384.0,0.01,8.635,4.212,105658510.0
4238,US,安本拉美基金,LAQ,26.38,,,,,,,15.796,2.0975,197013300.0
4239,US,复朗集团,LANV,1.6,0.03,1.9108,-45.76,21049.0,33459.0,0.01,,,232034323.0
4240,US,Gladstone农地基金,LAND,12.89,-0.07,-0.54,-9.86,173649.0,2234163.0,0.48,31.717,4.282,461957517.0
4241,US,兰卡斯特食品,LANC,196.105,-2.455,-1.2364,18.38,93124.0,18268015.0,0.34,41.787,1.763,5397005705.0
4242,US,拉马尔户外广告,LAMR,111.67,-1.78,-1.569,6.25,268729.0,30040607.0,0.26,23.023,4.442,11413747819.0
4243,US,雷克兰工业,LAKE,16.81,0.01,0.0595,-9.17,49325.0,833870.0,0.67,22.842,0.714,123918781.0
4244,US,流利说,LAIX,3.1,,,,,,,,,11022568.0
4245,US,SEALSQ CR WI ORD,LAESV,10.8588,,,,,,,,,
4246,US,SEALSQ,LAES,1.23,-0.0399,-3.142,-3.91,348408.0,440184.0,1.66,,,25746744.0
4247,US,Ladder Capital,LADR,10.51,-0.13,-1.22,-6.73,340452.0,3588093.0,0.27,13.159,8.665,1330746993.0
4248,US,利西亚车行,LAD,264.52,-1.91,-0.7169,-19.53,139007.0,36688104.0,0.5,7.277,0.751,7282483191.0
4249,US,Lithium,LAC,7.08,-0.26,-3.54,10.62,3309709.0,24312482.0,2.04,,,1146810109.0
4250,US,Landos Biopharma,LABP,21.5382,0.0282,0.1311,488.48,3050.0,65704.0,0.1,,0.0,67128733.0
4251,US,全彩服务,LABL,50.01,,,,,,,,,1027373084.0
4252,US,拉布朗契经纪,LAB,2.79,-0.12,-4.1237,26.24,2413862.0,6682949.0,0.83,,,809429025.0
4253,US,Lithium Americas,LAAC,5.18,-0.41,-7.33,-18.04,1588558.0,8418976.0,0.99,0.646,0.0,832803042.0
4254,US,Citigroup Inc. Depositary Share representing 1/1000 interest in a share of noncumulative series L,C-L.CL,25.01,,,,,,,,6.87775,480192000.0
4255,US,花旗银行-优先股L,C-L,25.38,,,,,,,0.38,6.72437,487296000.0
4256,US,KFN-L,KFN-L,24.9969,,,,,,,,,
4257,US,洛斯保险,L,73.9,0.09,0.1219,6.28,801967.0,59229538.0,0.36,11.444,0.343,16411090427.0
4258,US,Kezar Life Sciences,KZR,0.8627,0.006,0.7,-8.94,623124.0,538226.0,0.86,,,62805732.0
4259,US,Kazia Therapeutics,KZIA,0.356,-0.004,-1.1111,-19.0,334637.0,117854.0,1.27,,,9384710.0
4260,US,Kyverna,KYTX,22.78,-1.11,-4.6463,3.55,174065.0,3994582.0,0.4,,,982165258.0
4261,US,京都陶艺,KYO,55.15,,,,,,,70.2625,,20279082854.0
4262,US,Kayne Anderson MLP/Midstream Investment Company 3.50% Series F Mandatory Redeemable Preferred Shares $25.00 Liquidation Preferen,KYN-F,25.05,,,,,,,0.0,3.48329,110220000.0
4263,US,KAYNE ANDERSON MLP MIDSTREAM INVEST 3.5% MANDATORY RED PREF SHS SER F USD25,KYN-F.CL,25.01,,,,,,,,3.49818,125050000.0
4264,US,Kymera Therapeutics,KYMR,35.58,-1.63,-4.3805,39.75,598100.0,21215820.0,0.98,,,2174353503.0
4265,US,KYE能源基金,KYE,9.89,,,,,,,0.993,10.17294,364367380.0
4266,US,开心,KXIN,0.183,0.009,5.18,-79.2,731636.0,127780.0,2.76,,0.0,4844751.0
4267,US,奎克化学,KWR,193.77,-2.81,-1.4294,-9.0,61842.0,11959618.0,0.34,30.921,0.905,3486266823.0
4268,US,KWN.L,KWN.L,24.98,,,,,,,,,
4269,US,Kennedy-Wilson Holdings Inc. 7.75% Senior Notes due 2042,KWN.CL,24.9905,,,,,,,0.0,,54958200.0
4270,US,KWESST Micro Systems,KWE,0.6943,-0.015,-2.11,-22.86,84093.0,59237.0,1.24,,,4710273.0
4271,US,KNGWD ACQ CRP WT,KWAC+,0.1001,,,,,,,,,
4272,US,Kennedy-Wilson,KW,8.35,-0.14,-1.649,-30.48,1074113.0,9022294.0,0.77,,11.331,1160463778.0
4273,US,Klaviyo,KVYO,23.76,-0.48,-1.9802,-14.47,965607.0,23014989.0,0.37,,,6206932409.0
4274,US,Kenvue,KVUE,19.13,-0.32,-1.65,-10.23,9414887.0,181436540.0,0.49,22.012,3.085,36627224715.0
4275,US,Nextdoor Holdings,KVSB,11.12,,,,,,,,,4377175541.28
4276,US,KVH通信,KVHI,5.37,0.01,0.1866,2.09,103390.0,557663.0,0.53,,,105498730.0
4277,US,Keen Vision,KVAC,10.49,0.005,0.0477,1.51,75147.0,788291.0,0.39,139.645,,203150127.0
4278,US,Kura Oncology,KURA,19.48,-0.92,-4.5098,35.47,637108.0,12447881.0,0.84,,,1483148039.0
4279,US,KULR Technology,KULR,0.801,-0.006,-0.74,332.97,11766902.0,8861431.0,8.83,,,106691066.0
4280,US,库客音乐,KUKE,2.19,-0.6,-21.5054,112.77,43187.0,104872.0,0.11,,,83771273.0
4281,US,K2m Group Holdings,KTWO,27.5,,,,,,,,,1202767775.0
4282,US,Pasithea,KTTA,7.46,-0.19,-2.4837,0.81,1782.0,13551.0,0.17,,0.0,7776416.0
4283,US,Kintara,KTRA,0.1251,0.001,0.81,-26.24,4713036.0,560174.0,12.07,,,4883641.0
4284,US,Corts 7.625 Pfd ,KTP,0.76,,,,,,,,250.82237,3040000.0
4285,US,Purple Biotech,KTOV,4.17,,,,,,,,0.0,71768094.0
4286,US,克瑞拓斯安全防卫,KTOS,18.21,-0.02,-0.11,-10.25,1579776.0,29109099.0,1.05,,,2730444913.0
4287,US,Key Tronic,KTCC,4.53,-0.06,-1.3072,4.86,5921.0,26946.0,0.06,10.938,,48751276.0
4288,US,Kontoor Brands,KTB,53.96,-0.27,-0.4979,-12.84,531913.0,28543579.0,0.95,13.025,3.633,3008789743.0
4289,US,韩国电信,KT,12.42,-0.66,-5.0459,-7.59,1578558.0,19652736.0,0.31,7.463,,6405261278.0
4290,US,KST基金,KST,12.6015,,,,,,,14.159,4.29366,59164043.0
4291,US,科尔士百货,KSS,22.73,-0.95,-4.01,-19.13,6276130.0,144013781.0,5.66,7.952,8.433,2520911041.0
4292,US,Joint Stock,KSPI,111.91,-2.288,-2.0035,17.18,187110.0,21076923.0,0.1,0.025,1.638,21181043542.0
4293,US,Knightscope,KSCP,0.5365,-0.01,-1.83,-10.58,649122.0,347579.0,0.63,,,55081425.0
4294,US,KapStone造纸,KS,34.95,,,,,,,10.014,,3423379167.0
4295,US,Krystal Biotech,KRYS,173.62,-6.32,-3.5123,39.95,263079.0,45812140.0,0.92,452.863,,4950695650.0
4296,US,Kura Sushi USA,KRUS,110.66,-2.4,-2.1228,45.61,85059.0,9424595.0,0.76,796.661,,1242790701.0
4297,US,Karat Packaging,KRT,27.73,-1.26,-4.3463,12.79,28750.0,799146.0,0.14,17.056,4.643,553824392.0
4298,US,Korro Bio,KRRO,74.98,-3.55,-4.5206,56.44,28843.0,2213896.0,0.36,,0.0,601485511.0
4299,US,Keros,KROS,58.61,-3.29,-5.315,47.41,331782.0,19635801.0,0.92,,,2108941827.0
4300,US,Kronos Bio,KRON,1.13,0.0,0.0,-9.6,224983.0,258989.0,0.37,,,67907365.0
4301,US,康诺斯全球,KRO,11.39,-0.41,-3.4746,17.01,280386.0,3213536.0,0.24,,6.441,1310157712.0
4302,US,卡尼金融储蓄,KRNY,5.81,0.28,5.0633,-34.2,1141317.0,6499790.0,1.77,20.413,8.047,374378941.0
4303,US,Kornit Digital,KRNT,15.9,-0.69,-4.1591,-17.01,193101.0,3098396.0,0.4,,,758990570.0
4304,US,Kernel Group,KRNL,10.83,0.07,0.6506,0.84,102.0,1105.0,0.0,,,88027226.0
4305,US,KORU Medical,KRMD,2.08,-0.15,-6.7265,-15.27,61131.0,129560.0,0.13,,,96872021.0
4306,US,36氪,KRKR,0.3706,0.0205,5.8555,-33.82,28213.0,10079.0,0.07,,,14445520.0
4307,US,凯特地产信托,KRG,20.2,0.02,0.0991,-9.55,1524122.0,30816252.0,0.69,93.327,4.856,4432858266.0
4308,US,KKR房地产金融信托,KREF,9.58,-0.13,-1.3388,-25.74,436390.0,4198449.0,0.63,,15.829,664026779.0
4309,US,KRC-HL,KRC-HL,24.99,,,,,,,,,
4310,US,吉劳埃地产,KRC,33.47,-0.52,-1.53,-14.7,883672.0,29529162.0,0.75,18.502,6.349,3926914943.0
4311,US,克罗格,KR,55.2,-0.95,-1.69,21.53,3862400.0,214169179.0,0.54,18.409,2.011,39837168989.0
4312,US,Karyopharm,KPTI,1.22,-0.12,-8.9552,41.04,1392195.0,1746746.0,1.21,,,140381841.0
4313,US,Kiora制药,KPRX,0.574799,-0.028201,-4.6768,10.03,137694.0,79117.0,0.52,,,15092036.0
4314,US,Katapult Holdings,KPLT,9.2001,-0.4399,-4.5633,-15.52,14329.0,131425.0,0.35,,0.0,37469367.0
4315,US,Pepper Food Service,KPFS,3.13,,,,,,,110.537,,326693437.0
4316,US,高斯电子,KOSS,2.38,-0.0401,-1.657,-28.96,8822.0,21082.0,0.1,,,22026412.0
4317,US,Kosmos Energy,KOS,6.2,-0.13,-2.05,-7.6,6579761.0,41618729.0,1.4,13.691,,2923315767.0
4318,US,Michael Kors,KORS,37.92,,,,,,,9.875,,5696820837.0
4319,US,KORE Group Holdings,KORE,0.725,-0.0216,-2.8931,-26.04,71821.0,53294.0,0.08,,,62865172.0
4320,US,KORE GRP HLD WNT,KORE+,0.0051,,,,,,,,,
4321,US,高平电子,KOPN,1.49,-0.09,-5.6962,-26.6,933949.0,1407386.0,0.79,,,176457724.0
4322,US,科佩斯控股,KOP,55.05,-1.16,-2.0637,7.62,96141.0,5288629.0,0.45,13.062,0.439,1165152793.0
4323,US,西安联合信息,KONE,7.67,,,,,,,,,10776350.0
4324,US,可口可乐Femsa装瓶,KOF,97.12,2.836,3.0079,3.62,264511.0,25625868.0,0.02,138.289,4.316,163226263370.0
4325,US,柯达,KODK,4.72,-0.08,-1.6667,21.03,620188.0,2919781.0,0.78,5.03,,377213272.0
4326,US,Kodiak Sciences,KOD,4.41,-0.05,-1.1211,45.07,577014.0,2537412.0,1.1,,,231562935.0
4327,US,可口可乐,KO,58.28,-0.77,-1.3,-0.31,12250666.0,715671142.0,0.28,23.451,3.165,251256190965.0
4328,US,Knight-Swift,KNX,51.0,-1.0,-1.9231,-11.28,1441067.0,73492723.0,0.9,37.815,1.117,8211474504.0
4329,US,Know Labs,KNW,0.655,-0.01,-1.5038,28.68,79650.0,52222.0,0.1,,,54045456.0
4330,US,Kinetik Holdings,KNTK,39.01,-0.31,-0.7884,19.43,562587.0,21955767.0,0.37,20.709,7.312,5994092278.0
4331,US,Kinsale Capital,KNSL,450.96,-1.87,-0.413,34.69,114061.0,51332840.0,0.49,34.07,0.125,10496753754.0
4332,US,Kiniksa,KNSA,17.29,-0.41,-2.3164,-1.43,257002.0,4461850.0,0.36,86.689,,1220933730.0
4333,US,海丘,KNL,25.04,,,,,,,,,1237996680.0
4334,US,Knife River,KNF,81.45,-0.6,-0.7313,23.07,504271.0,41316158.0,0.89,25.214,,4610860391.0
4335,US,康迪车业,KNDI,2.09,0.02,0.9662,-25.36,104618.0,219004.0,0.12,25599.931,,182578709.0
4336,US,金德里德保健,KND,9.0,,,,,,,,,821345616.0
4337,US,Knowles,KN,15.81,-0.34,-2.1053,-11.73,435351.0,6887819.0,0.49,19.597,,1418858094.0
4338,US,车美仕,KMX,71.41,-0.57,-0.79,-6.95,4231192.0,302047203.0,2.68,22.603,,11255068564.0
4339,US,肯纳金属,KMT,23.5,-0.46,-1.9199,-8.13,460428.0,10809619.0,0.58,15.328,3.356,1862839877.0
4340,US,Kemper,KMPR,56.01,0.63,1.1376,15.69,502294.0,28168938.0,0.78,,2.232,3603419313.0
4341,US,KemPharm,KMPH,5.81,,,,,,,,,200473248.0
4342,US,DWS多元市场基金,KMM,9.02,,,,,,,13.072,4.42177,201984860.0
4343,US,金德尔摩根,KMI,18.13,-0.22,-1.2,4.48,15506257.0,283116400.0,0.7,16.829,6.18,40237238799.0
4344,US,"Kinder Morgan, Inc. Depositary Shares, each representing a 1/20th interest in a share of 9.75% Series A Mandatory Convertible Pr",KMI-A,30.15,,,,,,,0.0,16.33166,964800000.0
4345,US,KMG化工,KMG,76.14,,,,,,,17.748,,1184242272.0
4346,US,Kamada,KMDA,5.14,-0.06,-1.1538,-16.01,16221.0,83338.0,0.03,35.665,,295444774.0
4347,US,金佰利,KMB,123.89,-2.19,-1.74,2.97,2661600.0,330812869.0,0.79,23.662,3.783,41740321299.0
4348,US,KLXIV,KLXIV,62.61,,,,,,,42.884,,4348254000.0
4349,US,KLX,KLXI,62.99,,,,,,,39.867,,3196528271.0
4350,US,"KLX Energy Services Holdings, Inc",KLXEV,28.9,,,,,,,,,644470000.0
4351,US,Klx Energy Services,KLXE,7.61,0.02,0.2635,-32.42,197052.0,1537491.0,1.18,6.63,,127288794.0
4352,US,Kaltura,KLTR,1.32,0.0,0.0,-32.31,77004.0,100670.0,0.05,,,189100728.0
4353,US,库力索法半导体,KLIC,47.78,-0.94,-1.9294,-12.33,286916.0,13696419.0,0.51,51.917,1.605,2691978092.0
4354,US,WK Kellogg,KLG,20.92,-0.66,-3.0584,60.96,1050057.0,22092803.0,1.22,16.321,1.483,1795303795.0
4355,US,科磊,KLAC,680.78,-19.83,-2.83,17.37,810597.0,552116591.0,0.6,34.017,0.791,92064364928.0
4356,US,Kkr & Co.,KKR,97.29,-3.16,-3.15,17.63,2829662.0,276655021.0,0.32,23.07,0.648,86102193657.0
4357,US,Nauticus Robotics,KITT,0.228,0.008,3.63,-66.36,579455.0,131517.0,0.93,,,14156500.0
4358,US,Kirklands家具,KIRK,2.34,-0.01,-0.4255,-22.52,113870.0,266398.0,0.88,,,30246891.0
4359,US,KIO.R,KIO.R,0.31,,,,,,,,,
4360,US,金石保险,KINS,4.2,-0.05,-1.1765,97.18,3768.0,15766.0,0.03,,,46232861.0
4361,US,Nextdoor Holdings,KIND,2.04,-0.08,-3.7736,7.94,947495.0,1938550.0,0.24,,,803007024.0
4362,US,KIMCO REALTY CORP DEP SHS REP 1/1000TH PRF SER'I',KIM-I.CL,25.25,,,,,,,,5.9406,176750000.0
4363,US,KIMCO REALTY CORP DEP REP 1/1000 PFD SER'K'USD25.00,KIM-K.CL,25.24,,,,,,,,5.57587,176680000.0
4364,US,Kimco Realty Corporation DEPOSITARY SH REPSTG 1/1000TH PFD SER I,KIM-I,25.28,,,,,,,0.0,5.8632,176960000.0
4365,US,Kimco Realty Corporation Depositary Sh Repstg 1/1000th Pfd CL J %,KIM-J,25.24,,,,,,,0.0,5.42903,227160000.0
4366,US,Kimco Realty Corporation Depositary Shares Representing 1/1000th Preferred Series K,KIM-K,25.17,,,,,,,0.0,5.519,176190000.0
4367,US,金克地产,KIM,18.1,0.16,0.8919,-14.01,6804176.0,122813853.0,1.01,18.649,5.385,12201804748.0
4368,US,KIMCO REALTY CORP DEP SH REPR 1/1000TH PREF 5.50% USD25 J,KIM-J.CL,25.29,,,,,,,,5.43908,227610000.0
4369,US,Orthopediatrics,KIDS,31.09,-0.47,-1.4892,-4.37,144672.0,4503557.0,0.61,,,739513673.0
4370,US,DWS高收益信托,KHI,9.34,,,,,,,10.736,,140946900.0
4371,US,卡夫亨氏,KHC,35.94,-0.64,-1.75,-1.7,6394351.0,230568348.0,0.53,15.303,4.407,43690031445.0
4372,US,水银天然气服务,KGS,26.93,-0.55,-2.0015,36.27,487672.0,13094584.0,0.63,103.923,2.766,2085313159.0
4373,US,Kolibri Global,KGEI,3.375,-0.065,-1.89,-10.0,221512.0,765825.0,0.62,4.957,,120236356.0
4374,US,金罗斯黄金,KGC,6.38,-0.1,-1.54,6.05,27386269.0,179716412.0,2.23,18.835,1.852,7840909632.0
4375,US,光辉国际咨询顾问,KFY,61.49,-1.09,-1.7418,4.14,200873.0,12379617.0,0.38,21.184,1.636,3208562896.0
4376,US,汇富金融服务,KFS,8.24,-0.24,-2.8302,-1.9,28691.0,236921.0,0.1,9.836,,231719273.0
4377,US,K力,KFRC,64.86,-0.74,-1.128,-3.47,65645.0,4243519.0,0.34,20.728,2.273,1265937480.0
4378,US,KKR Financial Holdings LLC Pfd Ser A Llc,KFN-CL,24.99,,,,,,,0.0,7.378,373600500.0
4379,US,KKR Financial Holdings LLC Pfd Ser A Llc,KFN-,25.44,,,,,,,18.99,7.2617,379580500.0
4380,US,KFI.L,KFI.L,25.16,,,,,,,0.0,,0.0
4381,US,KKR FINANCIAL HLDGS LLC,KFI,25.47,,,,,,,18.867,,117070000.0
4382,US,KFH.L,KFH.L,24.99,,,,,,,0.0,,0.0
4383,US,肯塔基第一银行,KFFB,3.84,0.05,1.3193,-13.32,392.0,1504.0,0.0,,7.916,31052986.0
4384,US,KEYW控股,KEYW,11.23,,,,,,,,,563424552.0
4385,US,是德科技,KEYS,155.1,-5.04,-3.1472,-2.51,2256463.0,352484124.0,1.29,27.94,,27073611094.0
4386,US,Keycorp,KEY,14.61,-0.11,-0.7473,2.94,12746777.0,185393607.0,1.37,14.013,5.618,13550369207.0
4387,US,卡比海运,KEX,97.91,-1.14,-1.1509,24.76,254046.0,24913255.0,0.43,25.68,,5724895610.0
4388,US,克律克斯生物制药,KERX,3.36,,,,,,,,,404463111.0
4389,US,Gryphon Digital,KERN,0.3136,,,,,,,,0.0,3246409.0
4390,US,基瓦尼科技,KEQU,34.2,-0.65,-1.8651,17.65,3361.0,115248.0,0.12,11.261,,98328557.0
4391,US,韩国电力,KEP,7.31,-0.48,-6.1617,0.83,231094.0,1694133.0,0.02,,,9385514806.0
4392,US,Kenon Holdings,KEN,19.77,-0.26,-1.2981,-5.55,15676.0,310775.0,0.03,,18.972,1043394786.0
4393,US,凯利服务B,KELYB,23.51,0.0,0.0,8.93,1.0,,0.0,22.792,1.285,829635198.0
4394,US,凯利服务A,KELYA,23.41,-0.33,-1.3901,8.62,124257.0,2909113.0,0.35,22.695,1.272,826106337.0
4395,US,克罗,KEG,0.266,,,,,,,,,5452647.0
4396,US,KED基金,KED,18.45,,,,,,,1.444,8.7194,198835650.0
4397,US,金博尔电子,KE,20.71,-0.28,-1.334,-23.15,81782.0,1697533.0,0.33,9.425,,515041256.0
4398,US,Keurig Dr Pepper,KDP,30.22,-0.6,-1.95,-8.06,9627877.0,292092869.0,0.69,19.227,2.755,41933000322.0
4399,US,Kyndryl Holdings,KD,20.46,-0.98,-4.5709,-1.54,1668220.0,34358634.0,0.72,,,4707914500.0
4400,US,Kensington Capital,KCGI,10.9,0.0,0.0,1.96,59736.0,651122.0,0.52,13.146,,124725790.0
4401,US,KCC.L,KCC.L,28.54,,,,,,,0.0,,0.0
4402,US,科尔伯格资本,KCAP,3.75,,,,,,,,10.666666666666668,140028161.0
4403,US,Kensington Capital,KCAC,8.07,,,,,,,,,265157135.94
4404,US,KENSINGTON CAPITAL ACQUISITION CORP C/WTS 01/07/2027 (TO PUR COM),KCAC+,0.4,,,,,,,,,
4405,US,金山云,KC,2.7,-0.23,-7.8498,-28.57,1102196.0,2994899.0,0.47,,,631514507.0
4406,US,KBS服饰,KBSF,3.05,,,,,,,,,12911480.0
4407,US,KBR工程,KBR,62.74,-0.94,-1.4761,13.51,941691.0,59243598.0,0.7,,0.875,8448006940.0
4408,US,KBL MERGER CORP IV C/WTS 15/01/2024 (TO PUR COM),KBLMW,0.172,,,,,,,,,
4409,US,KBL Merger Corp. IV - Unit,KBLMU,8.38,,,,,,,0.0,,0.0
4410,US,KBL Merger IV,KBLM,4.99,,,,,,,,,26807083.0
4411,US,KB Home,KBH,64.1,-0.71,-1.0955,2.97,695145.0,44468914.0,0.92,8.065,1.21,4866164641.0
4412,US,韩国国民银行,KB,47.17,-2.48,-4.995,14.02,168276.0,7976230.0,0.04,5.371,,17861572625.0
4413,US,Kaival Brands,KAVL,2.67,-0.28,-9.49,-36.77,157946.0,435237.0,5.52,,0.0,7644215.0
4414,US,Karooooo,KARO,26.1,-0.65,-2.4299,7.41,2980.0,79198.0,0.01,22.562,3.178,807823867.0
4415,US,KAR拍卖行,KAR,17.48,-0.08,-0.4556,18.03,860850.0,15007670.0,0.8,,,1888636371.0
4416,US,"KCAP Financial, Inc. 7.375% Senior Notes due 2019",KAP,25.36,,,,,,,33.813,7.24175,7100800.0
4417,US,卡曼,KAMN,45.87,0.0,0.0,92.36,122090.0,5600795.0,0.43,163.544,1.74,1299684341.0
4418,US,KalVista,KALV,11.89,-0.21,-1.7355,-2.94,237892.0,2817178.0,0.56,,,501618839.0
4419,US,凯撒铝业,KALU,89.15,-2.11,-2.3121,26.69,109671.0,9810251.0,0.68,30.25,3.373,1427807768.0
4420,US,KALA BIO,KALA,7.2,0.0,0.0,2.86,16054.0,116010.0,0.57,,,20278469.0
4421,US,Kalera Public,KAL,1.12,,,,,,,,,1029031.0
4422,US,凯登纸业,KAI,293.77,-3.72,-1.2505,5.02,62419.0,18314867.0,0.53,29.721,0.399,3449710264.0
4423,US,KKR ACQUISTN WNT,KAHC+,0.09,,,,,,,,,
4424,US,Kairous Acquisition,KACL,11.67,,,1.92,,,,211.46,,42991183.0
4425,US,Kayne Anderson Acquisition Corp. - Unit,KAACU,10.0,,,,,,,0.0,,350000000.0
4426,US,Kayne Anderson Acquisition Corp.,KAAC,9.64,,,,,,,241.0,,454671950.0
4427,US,Kineta,KA,0.363,-0.077,-17.5,-90.0,166615.0,64521.0,1.52,,,3979373.0
4428,US,家乐氏,K,55.42,-0.75,-1.3352,0.12,2937309.0,163253940.0,0.86,19.916,4.12,18940295640.0
4429,US,DDR Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States),DDR-K,21.8521,,,,,,,0.0,7.0037,131112600.0
4430,US,九紫新能,JZXN,0.4746,-0.017,-3.46,-45.46,963570.0,482409.0,0.82,,0.0,55861354.0
4431,US,见知教育,JZ,2.31,-0.03,-1.2821,-4.42,3072.0,6955.0,0.02,,0.0,46627350.0
4432,US,日元波动率指数,JYVIX,8.2,,,,,,,0.0,,0.0
4433,US,The Joint,JYNT,12.15,-0.52,-4.1042,26.43,50123.0,612100.0,0.34,,,179531352.0
4434,US,佳裕达,JYD,0.925,-0.025,-2.6316,-16.67,5242.0,4866.0,0.02,,,19750806.0
4435,US,Jacksonville Bancorp,JXSB,33.65,,,,,,,25.687,,60580768.0
4436,US,Jackson Financial,JXN,63.38,-1.99,-3.0442,25.28,673520.0,42717412.0,0.88,5.199,4.101,4856262684.0
4437,US,金铉集团,JXJT,1.35,-0.255,-15.89,1.29,78933.0,110835.0,1.3,,0.0,8185309.0
4438,US,Jaws Mustang,JWSM,10.95,,,0.46,,,,18.936,,294612958.0
4439,US,JAWS ACQUISITION CORP C/WTS (TO PUR COM),JWS+,4.85,,,,,,,,,
4440,US,诺德斯特龙,JWN,19.06,-0.74,-3.74,4.47,2651077.0,50728403.0,1.62,23.222,3.813,3111701864.0
4441,US,聚好商城,JWEL,1.28,0.04,3.2258,-40.18,3003.0,3804.0,0.14,,0.0,2733925.0
4442,US,Jupiter Wellness,JWAC,5.65,,,,,,,106.362,,102575750.0
4443,US,John Wiley & Sons B,JW.B,53.18,,,,,,,20.224,2.5955591046659756,2962658970.0
4444,US,John Wiley & Sons A,JW.A,53.03,,,,,,,20.167,2.6029008709435524,2954302467.0
4445,US,JVSPAC Acquisition,JVSA,10.085,0.015,0.149,0.55,40184.0,405043.0,0.52,,,77515831.0
4446,US,Coffee Holding,JVA,1.55,0.16,11.5108,70.33,85560.0,130534.0,1.5,186.081,,8848328.0
4447,US,Jupiter Wellness,JUPW,1.52,,,,,,,,0.0,41731106.0
4448,US,Juno疗法,JUNO,86.96,,,,,,,,,10096523062.16
4449,US,JetPay,JTPY,5.04,,,,,,,,,79351539.0
4450,US,Jet.AI,JTAI,0.8001,0.018,2.3,-44.44,180033.0,146317.0,1.48,,,9765336.0
4451,US,简普科技,JT,0.7799,,,,,,,,,16551349.0
4452,US,Jensyn Acquistion Corp. - Unit,JSYNU,7.0,,,,,,,0.0,,27300000.0
4453,US,Jensyn Acquisition,JSYN,5.025,,,,,,,190.827,,9142897.0
4454,US,Jasper Therapeutics,JSPR,27.72,-1.36,-4.6768,251.33,40382.0,1128453.0,0.27,,0.0,417571197.0
4455,US,詹姆斯河集团控股,JRVR,8.46,-0.19,-2.1965,-7.97,609812.0,5125641.0,1.62,,2.312,318604302.0
4456,US,Jerash Holdings,JRSH,3.0366,-0.0133,-0.4361,-0.94,11419.0,34665.0,0.09,,6.558,37334511.0
